v1,v2
ham,"""Cảm ơn bạn đã đăng ký dịch vụ của chúng tôi! Vui lòng kích hoạt tài khoản qua đường link bên dưới."""
ham,"""Thân gửi, đây là hướng dẫn chi tiết về việc sử dụng phần mềm mới. Chúc bạn làm việc hiệu quả!"""
ham,"""Lời nhắc: Đừng quên hoàn thành bài tập nhóm trước ngày thứ Sáu."""
ham,"""Chào bạn, đây là thông tin cập nhật về chuyến công tác. Kiểm tra và chuẩn bị tài liệu cần thiết."""
ham,"""Đội nhóm của bạn đã được xếp lịch đào tạo vào tuần sau. Xem chi tiết trong email đính kèm."""
ham,"""Bạn vừa nhận được thiệp mời tham dự đám cưới. Thông tin chi tiết đính kèm trong email."""
ham,"""Thông báo nghỉ lễ: Văn phòng sẽ đóng cửa từ ngày 29/4 đến 3/5. Chúc bạn một kỳ nghỉ vui vẻ!"""
ham,"""Đây là danh sách các tài liệu cần chuẩn bị cho buổi thuyết trình vào thứ Hai tới."""
ham,"""Chúng tôi gửi kèm đây thông tin chi tiết về sản phẩm mới. Vui lòng kiểm tra."""
ham,"""Bạn đã được đăng ký thành công vào lớp học yoga cuối tuần. Hẹn gặp bạn tại trung tâm."""
ham,"""Đừng quên sự kiện trao giải của công ty diễn ra vào tối nay lúc 18h."""
spam,"""Mời bạn tham gia buổi giao lưu văn hóa tổ chức vào ngày mai tại thư viện công cộng."""
spam,"""Khám phá ưu đãi độc quyền hôm nay: Giảm giá 50% cho các khóa học trực tuyến. Đăng ký ngay!"""
spam,"""Bạn đã sẵn sàng nhận phần thưởng 10.000.000 VNĐ từ chương trình tri ân khách hàng chưa? Nhấn vào đây!"""
spam,"""Tài khoản của bạn sẽ nhận được phần thưởng bất ngờ nếu đăng nhập trước 23h59 hôm nay. Hãy thử ngay!"""
spam,"""Bạn vừa nhận được một món quà bí mật từ người hâm mộ. Nhấn vào đây để mở!"""
spam,"""Đừng bỏ qua cơ hội nhận chuyến du lịch miễn phí đến Maldives. Số lượng có hạn, đăng ký ngay!"""
spam,"""Bạn đã được chọn tham gia chương trình dùng thử sản phẩm mới của chúng tôi. Đăng ký để nhận hàng miễn phí."""
spam,"""Nhận ngay 1GB dung lượng lưu trữ miễn phí chỉ với một cú nhấp chuột tại đây!"""
spam,"""Tăng cường bảo mật tài khoản ngân hàng với ưu đãi 0 đồng. Nhấn vào đây để cài đặt ngay."""
spam,"""Sở hữu ngay gói học tiếng Anh cấp tốc chỉ 99.000 VNĐ/tháng. Đừng bỏ lỡ cơ hội này!"""
spam,"""Bạn có một tin nhắn quan trọng từ hệ thống. Vui lòng nhấn vào đây để kiểm tra nội dung."""
spam,"""Bí quyết kiếm 1.000 USD mỗi tuần đã có sẵn trong tài liệu của chúng tôi. Tải xuống miễn phí tại đây!"""
spam,"""Hãy trở thành người may mắn nhận 5 triệu đồng khi tham gia khảo sát ngắn của chúng tôi. Tham gia ngay!"""
spam,"""Chào mừng bạn đến với chương trình ưu đãi đặc biệt dành riêng cho khách VIP. Nhấn để khám phá ngay!"""
spam,"""Nhà bạn có an toàn không? Lắp đặt hệ thống camera chỉ 1.499.000 VNĐ hôm nay!"""
spam,"""Hãy tham gia hội thảo miễn phí về làm giàu tại nhà. Đăng ký ngay để giữ chỗ!"""
spam,"""Nhấn vào đây để nhận 50% giảm giá khi mua sắm tại cửa hàng trực tuyến ABC."""
spam,"""Bạn có cơ hội trúng xe hơi khi tham gia chương trình quay số của chúng tôi. Đừng bỏ lỡ!"""
spam,"""Phát hiện lỗi trên tài khoản của bạn. Nhấn vào đây để xác minh ngay lập tức."""
spam,"""Tải ngay ứng dụng mới để nhận 100.000 VNĐ miễn phí trong ví điện tử của bạn."""
spam,"""Ưu đãi độc quyền: Mua một tặng một cho tất cả sản phẩm điện tử tại cửa hàng XYZ."""
ham,"""Xin chào, đây là thông báo về cuộc họp công ty vào 15h chiều nay tại phòng họp A."""
ham,"""Chúng tôi vừa gửi lại biên bản cuộc họp tuần trước. Vui lòng kiểm tra và bổ sung nếu cần."""
ham,"""Kính gửi, tài liệu liên quan đến dự án ABC đã được cập nhật. Vui lòng kiểm tra tệp đính kèm."""
ham,"""Đừng quên buổi họp online lúc 14h chiều nay. Link tham gia đã được gửi trong email trước."""
ham,"""Xin chào, hóa đơn mua hàng của bạn tại cửa hàng ABC đã được gửi kèm trong email này."""
ham,"""Đội nhóm cần nộp báo cáo tiến độ dự án trước ngày 20 tháng này. Rất mong sự hợp tác!"""
ham,"""Buổi hội thảo về phát triển bản thân sẽ diễn ra vào ngày mai lúc 9h sáng. Rất mong bạn tham dự."""
ham,"""Chúng tôi gửi bạn hướng dẫn chi tiết để cài đặt phần mềm mới. Chúc bạn thành công!"""
ham,"""Thân gửi, đây là lịch trình làm việc của bạn trong tuần tới. Chúc bạn hoàn thành tốt nhiệm vụ!"""
ham,"""Bạn đã đăng ký tham dự thành công chương trình giao lưu cuối năm. Hẹn gặp bạn vào ngày 25!"""
ham,"""Thông báo: Văn phòng sẽ có sự kiện cuối tuần. Vui lòng kiểm tra email để biết thêm chi tiết."""
ham,"""Cảm ơn bạn đã gửi yêu cầu hỗ trợ. Đội ngũ của chúng tôi sẽ liên hệ trong vòng 24 giờ tới."""
ham,"""Buổi hội thảo chuyên đề kỹ thuật số sẽ được tổ chức vào ngày 12/12. Đăng ký ngay tại đây."""
ham,"""Bạn có thể nhận bản sao hợp đồng qua email này. Vui lòng kiểm tra và xác nhận thông tin."""
ham,"""Chào bạn, đơn hàng của bạn đã được giao. Cảm ơn đã sử dụng dịch vụ của chúng tôi!"""
ham,"""Chúng tôi gửi kèm danh sách tài liệu cần thiết cho buổi thảo luận ngày mai. Vui lòng chuẩn bị."""
ham,"""Xin chào, bạn đã nhận được lời mời tham gia chương trình từ thiện cuối tuần này. Hãy tham dự nhé!"""
ham,"""Kính gửi, hệ thống đã cập nhật yêu cầu nghỉ phép của bạn. Chúng tôi sẽ phản hồi sớm nhất."""
ham,"""Thân mến, đây là thông tin chi tiết về chuyến công tác của bạn trong tuần tới. Kiểm tra ngay nhé!"""
ham,"""Hóa đơn thanh toán tiền điện tháng này đã được gửi kèm trong email. Vui lòng kiểm tra."""
spam,"""Giảm giá sốc cuối tuần: Mua 2 tặng 1 cho tất cả sản phẩm. Số lượng có hạn, mua ngay!"""
spam,"""Nhận ngay mã giảm giá 200.000 VNĐ khi mua sắm trên ứng dụng của chúng tôi. Tải ngay hôm nay!"""
spam,"""Bạn đã bỏ lỡ giỏ hàng của mình? Quay lại ngay và nhận giảm giá 10%!"""
spam,"""Tặng ngay phiếu mua hàng trị giá 500.000 VNĐ khi giới thiệu bạn bè đăng ký tài khoản."""
spam,"""Flash Sale chỉ kéo dài 2 giờ: Laptop giảm giá đến 40%. Nhấn vào đây để đặt mua!"""
spam,"""Cơ hội vay vốn lãi suất 0% trong 3 tháng đầu. Nhấn vào đây để tìm hiểu thêm."""
spam,"""Chúng tôi phát hiện một giao dịch bất thường trên tài khoản của bạn. Nhấn vào đây để kiểm tra."""
spam,"""Hãy trở thành khách hàng ưu tiên và nhận 1 triệu đồng hoàn tiền khi mở tài khoản mới."""
spam,"""Bạn được chọn tham gia chương trình tín dụng đặc biệt với lãi suất ưu đãi 6%/năm. Đăng ký ngay!"""
spam,"""Tham gia đầu tư ngay hôm nay, lợi nhuận 15% trong tháng đầu tiên. Nhấp vào để tham khảo chi tiết."""
spam,"""Bí quyết giảm 5kg trong 2 tuần mà không cần ăn kiêng. Đăng ký khóa học miễn phí tại đây!"""
spam,"""Chỉ 199.000 VNĐ, sở hữu bộ mỹ phẩm cao cấp. Đặt mua ngay trước khi hết hàng!"""
spam,"""Khám phá liệu pháp chăm sóc da toàn diện với giá ưu đãi 50%. Tham gia ngay hôm nay!"""
spam,"""Bạn muốn cải thiện vóc dáng? Chúng tôi có giải pháp dành riêng cho bạn. Xem chi tiết tại đây!"""
spam,"""Ưu đãi phòng gym chỉ 299.000 VNĐ/tháng. Đăng ký ngay để nhận thêm quà tặng đặc biệt!"""
ham,"""Chào bạn, đây là lịch trình công tác tuần sau. Vui lòng kiểm tra file đính kèm."""
ham,"""Bạn có một cuộc họp với khách hàng lúc 10h sáng mai. Đừng quên chuẩn bị tài liệu."""
ham,"""Đội nhóm cần nộp báo cáo hiệu quả công việc tháng này vào thứ Sáu. Mong bạn hoàn thành đúng hạn."""
ham,"""Buổi đào tạo nội bộ sẽ diễn ra vào chiều thứ Ba. Rất mong sự tham gia của bạn."""
ham,"""Đây là bản cập nhật về chính sách mới của công ty. Vui lòng đọc kỹ và xác nhận."""
ham,"""Bạn đã đăng ký thành công khóa học lập trình Python. Chúc bạn học tập hiệu quả!"""
ham,"""Lời nhắc: Kỳ thi cuối kỳ sẽ diễn ra vào ngày 20/12. Vui lòng kiểm tra thời gian chi tiết."""
ham,"""Giảng viên đã gửi bài giảng tuần này. Bạn có thể tải xuống từ hệ thống."""
ham,"""Đừng quên buổi hội thảo chuyên đề về AI vào thứ Năm tuần tới. Tham gia để mở rộng kiến thức!"""
ham,"""Bạn được chọn tham gia chương trình trao đổi sinh viên. Thông tin chi tiết đính kèm."""
ham,"""Hãy chuẩn bị hành lý! Đừng quên chuyến bay của bạn khởi hành lúc 8h sáng ngày mai."""
ham,"""Chào bạn, chúng tôi đã gửi xác nhận đặt phòng khách sạn. Chúc bạn có một chuyến đi vui vẻ!"""
ham,"""Đội du lịch đã sẵn sàng cho chuyến đi cuối tuần. Mong bạn có mặt đúng giờ tại điểm hẹn."""
ham,"""Chúng tôi gửi tặng bạn bản đồ và lịch trình chi tiết cho tour tham quan Đà Lạt."""
ham,"""Thân mến, đây là thông tin về vé tham quan đã đặt. Hãy kiểm tra và liên hệ nếu cần hỗ trợ."
ham,"""Xin chào, bạn đã được chọn vào đội hình thi đấu giải bóng đá công ty. Chúc mừng!"""
ham,"""Chúng tôi gửi kèm lịch tập luyện của đội tuyển. Mong bạn sắp xếp tham gia đầy đủ."""
ham,"""Đừng quên buổi tập luyện thể dục cộng đồng vào sáng Chủ nhật này. Tham gia miễn phí!"""
ham,"""Bạn được mời tham dự lễ trao giải thể thao cuối năm. Hẹn gặp bạn tại nhà thi đấu ABC."""
ham,"""Hướng dẫn sử dụng thiết bị tập luyện tại nhà đã được gửi kèm trong email này."""
spam,"""Xem phim không giới hạn với gói ưu đãi chỉ 49.000 VNĐ/tháng. Đăng ký ngay!"""
spam,"""Nhận ngay vé xem buổi hòa nhạc đỉnh cao với ưu đãi 50% dành cho bạn."""
spam,"""Tham gia cuộc thi hát online và nhận giải thưởng trị giá 20 triệu đồng. Đăng ký tại đây!"""
spam,"""Phần mềm chỉnh sửa video chuyên nghiệp miễn phí 7 ngày. Tải ngay tại đây!"""
spam,"""Bạn muốn chơi game và nhận thưởng? Hãy tham gia ngay ứng dụng của chúng tôi!"""
spam,"""Khóa học IELTS miễn phí trong 7 ngày. Hãy nhanh tay đăng ký ngay hôm nay!"""
spam,"""Bạn muốn đạt điểm 10 môn toán? Tải ngay bộ đề luyện thi chỉ 99.000 VNĐ."""
spam,"""Khám phá khóa học đầu tư chứng khoán với ưu đãi học phí chỉ 199.000 VNĐ."""
spam,"""Nhận ngay sách dạy kỹ năng mềm miễn phí khi bạn đăng ký tham gia hội thảo online."""
spam,"""Chương trình đào tạo kỹ năng lãnh đạo cấp tốc, chỉ duy nhất 3 ngày. Đăng ký tại đây!"""
spam,"""Mở khóa công nghệ mới nhất với chiếc laptop siêu mỏng nhẹ. Giá chỉ từ 5 triệu đồng!"""
spam,"""Ứng dụng chỉnh sửa ảnh siêu xịn với 1 tháng sử dụng miễn phí. Tải ngay!"""
spam,"""Bạn đã biết về điện thoại thông minh AI thế hệ mới? Tìm hiểu ngay hôm nay!"""
spam,"""Nâng cấp website của bạn chỉ với giá ưu đãi 50%. Đừng bỏ lỡ cơ hội này!"""
spam,"""Máy tính của bạn đang cần bảo trì? Đặt lịch kiểm tra miễn phí tại đây."""
spam,"""Mua áo khoác mùa đông giảm giá 70% tại cửa hàng XYZ. Chỉ hôm nay!"""
spam,"""Bạn sẽ nổi bật hơn với phụ kiện thời trang mới. Khám phá ngay!"""
spam,"""Giảm giá đặc biệt cho dòng giày thể thao mới. Nhấn vào đây để đặt mua!"""
spam,"""Hãy làm mới tủ đồ của bạn với gói mua sắm giảm giá 500.000 VNĐ."""
spam,"""Mua một tặng một tất cả sản phẩm đồng hồ tại cửa hàng ABC. Đừng bỏ lỡ!"""
ham,"""Xin chào, đây là danh sách công việc cần hoàn thành trong tuần này. Vui lòng kiểm tra."""
ham,"""Nhắc nhở: Buổi họp nhóm sẽ bắt đầu lúc 14h chiều nay. Hãy chuẩn bị tài liệu trước."""
ham,"""Bạn đã nhận được thư mời phỏng vấn. Thời gian và địa điểm cụ thể trong tệp đính kèm."""
ham,"""Thông báo: Công ty sẽ tổ chức lễ tri ân nhân viên vào cuối tuần. Rất mong bạn tham dự."""
ham,"""Vui lòng hoàn thiện các hạng mục báo cáo trước ngày 25. Chúc bạn hoàn thành tốt!"""
ham,"""Bài kiểm tra tuần này đã có trên hệ thống. Vui lòng đăng nhập để hoàn thành."""
ham,"""Giáo viên đã gửi nhận xét bài tập tuần trước. Hãy kiểm tra và bổ sung nếu cần."""
ham,"""Lịch học kỳ mới đã được cập nhật. Bạn có thể tải xuống từ hệ thống."""
ham,"""Học bổng học kỳ này đã mở đơn. Hãy nộp hồ sơ trước ngày 15/12."""
ham,"""Nhắc nhở: Hạn cuối nộp bài luận là ngày mai lúc 23h59. Đừng quên hoàn thành!"""
ham,"""Chuyến đi Phú Quốc của bạn đã được xác nhận. Chúng tôi rất vui được đồng hành cùng bạn."""
ham,"""Hành lý của bạn đã sẵn sàng cho chuyến bay ngày mai. Hãy kiểm tra chi tiết!"""
ham,"""Tour khám phá thiên nhiên rừng U Minh hạ giá 30% chỉ còn vài chỗ. Đặt ngay hôm nay!"""
ham,"""Bạn đã đặt vé thành công. Chúng tôi mong bạn có một kỳ nghỉ tuyệt vời."""
ham,"""Xin chào, chúng tôi gửi bạn một vài gợi ý cho hành trình khám phá Hà Nội. Kiểm tra nhé!"""
ham,"""Lịch thi đấu của đội bóng sẽ diễn ra vào ngày 20. Chúc bạn và đội đạt thành tích tốt!"""
ham,"""Đừng quên buổi tập thể dục cộng đồng sáng thứ 7. Mời bạn tham gia cùng chúng tôi!"""
ham,"""Khóa học yoga online miễn phí đã mở đăng ký. Bạn có thể tham gia tại đây."""
ham,"""Câu lạc bộ thể thao mở cửa trở lại với nhiều ưu đãi. Chúng tôi mong gặp bạn!"""
ham,"""Lời nhắc: Hãy mang giày thể thao phù hợp khi tham gia chạy bộ cùng nhóm."""
spam,"""Chỉ hôm nay: Nhập mã SALE50 để giảm ngay 50% trên toàn bộ sản phẩm!"""
spam,"""Mua sắm mùa lễ hội: Giảm giá cực khủng, chỉ từ 10.000 VNĐ. Xem ngay tại đây!"""
spam,"""Bạn đã nhận được ưu đãi vận chuyển miễn phí trong tháng này. Đặt hàng ngay!"""
spam,"""Hàng mới về: Khám phá bộ sưu tập đồ công nghệ giảm giá đến 60%."""
spam,"""Bạn muốn nhận phiếu mua hàng trị giá 1 triệu đồng? Tham gia khảo sát tại đây!"""
spam,"""Chương trình đầu tư an toàn: Lợi nhuận 18% mỗi năm. Tìm hiểu ngay!"""
spam,"""Thẻ tín dụng với ưu đãi hoàn tiền đến 5%. Đăng ký ngay hôm nay!"""
spam,"""Tài khoản của bạn có dấu hiệu hoạt động bất thường. Nhấn vào đây để kiểm tra ngay!"""
spam,"""Vay tiền nhanh, không thế chấp, giải ngân trong vòng 24 giờ. Đăng ký tại đây!"""
spam,"""Bạn có đủ điều kiện nhận khoản vay đặc biệt. Tìm hiểu thêm tại đây."""
spam,"""Khám phá bí quyết làm đẹp da từ thiên nhiên. Nhận ngay eBook miễn phí!"""
spam,"""Chương trình tri ân: Giảm 50% toàn bộ dịch vụ spa trong tháng này. Đặt lịch ngay!"""
spam,"""Hãy thử ngay bộ thực phẩm chức năng mới giúp cải thiện sức khỏe chỉ với 199.000 VNĐ."""
spam,"""Khám phá phương pháp giảm cân an toàn, không cần phẫu thuật. Đăng ký tư vấn miễn phí!"""
spam,"""Bí quyết giữ dáng và đẹp da của người nổi tiếng. Xem ngay tại đây!"""
spam,"""Nhận ngay tai nghe không dây miễn phí khi đặt hàng trên 1 triệu đồng tại cửa hàng ABC."""
spam,"""Công nghệ AI mới giúp bạn kiếm tiền online hiệu quả. Thử ngay hôm nay!"""
spam,"""Máy tính xách tay giảm giá 50% chỉ trong 24 giờ. Mua ngay để nhận quà tặng!"""
spam,"""Ứng dụng chỉnh sửa ảnh mới nhất miễn phí tải xuống trong 7 ngày. Khám phá ngay!"""
spam,"""Bảo mật thông tin của bạn với phần mềm diệt virus mới. Tải ngay tại đây!"""
ham,"""Xin chào, đây là tài liệu họp nhóm hôm nay. Vui lòng kiểm tra trước khi tham dự."""
ham,"""Bạn đã được chọn vào dự án mới. Hãy tham gia cuộc họp khởi động vào ngày mai."""
ham,"""Đây là thông báo về kỳ nghỉ lễ sắp tới của công ty. Vui lòng xem chi tiết tại file đính kèm."""
ham,"""Hệ thống đã cập nhật bảng chấm công tháng này. Hãy kiểm tra lại và xác nhận."""
ham,"""Nhắc nhở: Hạn cuối hoàn thành báo cáo quý là ngày 25/12. Mong bạn chú ý!"""
ham,"""Lớp học trực tuyến sẽ bắt đầu lúc 9h sáng mai. Đừng quên chuẩn bị bài tập nhé!"""
ham,"""Khóa học lập trình Python cơ bản đã có video bài giảng mới. Bạn có thể xem tại đây."""
ham,"""Học bổng kỳ này đã mở đăng ký. Hãy gửi hồ sơ trước ngày 15/12 để không bỏ lỡ cơ hội."""
ham,"""Thư viện trường sẽ mở cửa đến 21h trong kỳ thi. Hãy sử dụng thời gian hợp lý!"""
ham,"""Bạn đã nhận được giấy chứng nhận tham gia khóa học. Vui lòng tải xuống từ hệ thống."""
ham,"""Chuyến đi Đà Nẵng của bạn đã được xác nhận. Chúng tôi chúc bạn có chuyến đi thú vị!"""
ham,"""Lịch trình tham quan Huế được gửi kèm trong email này. Vui lòng kiểm tra trước khi khởi hành."""
ham,"""Bạn đã nhận được mã giảm giá 20% cho chuyến bay tiếp theo. Hãy sử dụng trước ngày 31/12."""
ham,"""Hãy khám phá các điểm đến thú vị tại Hội An trong mùa này. Xem gợi ý chi tiết tại đây!"""
ham,"""Chúng tôi rất vui khi bạn chọn dịch vụ của chúng tôi. Đây là hướng dẫn cho chuyến đi sắp tới."
ham,"""Bạn đã được mời tham dự hội thảo chuyên đề AI vào ngày 18/12. Rất mong sự có mặt của bạn."""
ham,"""Lễ kỷ niệm công ty diễn ra vào cuối tuần này. Đừng quên đăng ký tham gia trước ngày thứ Sáu!"""
ham,"""Thư mời tham dự buổi khai trương cửa hàng mới. Nhận quà tặng đặc biệt khi đến tham gia."""
ham,"""Hãy cùng tham gia chương trình từ thiện cuối năm tại trung tâm cộng đồng ABC."""
ham,"""Bạn được mời đến dự lễ cưới của một người bạn. Thông tin chi tiết có trong file đính kèm."""
spam,"""Mua 1 tặng 1 - Áp dụng cho mọi sản phẩm thời trang mùa đông. Đặt ngay hôm nay!"""
spam,"""Flash Sale 24 giờ: Giảm giá lên đến 80% cho đồ gia dụng cao cấp."""
spam,"""Nhận mã giảm giá 200.000 VNĐ khi mua sắm tại cửa hàng online XYZ."""
spam,"""Ưu đãi mùa lễ hội: Nhận quà tặng đặc biệt với mọi đơn hàng trên 500.000 VNĐ!"""
spam,"""Chỉ 24 giờ: Điện thoại thông minh giảm giá 2 triệu đồng. Số lượng có hạn!"""
spam,"""Tải ngay ứng dụng đọc sách miễn phí với hàng ngàn đầu sách hấp dẫn!"""
spam,"""Công cụ quản lý thời gian mới giúp bạn làm việc hiệu quả hơn. Dùng thử miễn phí!"""
spam,"""Ứng dụng học ngoại ngữ giảm giá 50%. Hãy tham gia ngay hôm nay!"""
spam,"""Camera giám sát AI thông minh - Giá ưu đãi chỉ từ 1.990.000 VNĐ. Đặt mua ngay!"""
spam,"""Tăng tốc máy tính của bạn với phần mềm tối ưu hiệu suất. Tải miễn phí ngay tại đây!"""
spam,"Thực phẩm bổ sung năng lượng giảm giá đặc biệt. Hãy để cơ thể bạn khỏe mạnh hơn!"""
spam,"""Kem dưỡng da giảm giá 70% - Bí quyết làm đẹp của sao Việt."""
spam,"""Bạn có biết bí quyết giảm cân an toàn chỉ trong 2 tuần? Đăng ký tư vấn ngay!"""
spam,"""Khám phá phương pháp trẻ hóa làn da không cần phẫu thuật. Thử ngay!"""
spam,"""Khóa học Yoga miễn phí online. Đăng ký tham gia ngay hôm nay!"""
spam,"""Đặt vé máy bay giá rẻ chỉ từ 199.000 VNĐ. Khám phá ngay chuyến bay mơ ước!"""
spam,"""Tham gia tour du lịch Đà Lạt 3 ngày 2 đêm với giá chỉ 2 triệu đồng!"""
spam,"""Phim bom tấn vừa cập nhật trên nền tảng XYZ. Xem ngay miễn phí trong 7 ngày!"""
spam,"""Nhạc hội mùa đông tại Hà Nội. Đặt vé sớm để nhận quà tặng bất ngờ!"""
spam,"""Bạn muốn du lịch miễn phí? Tham gia cuộc thi viết về những điểm đến yêu thích!"""
ham,"""Xin chào, tài liệu hội thảo tuần này đã được gửi kèm trong email. Vui lòng kiểm tra."""
ham,"""Nhắc nhở: Buổi họp nhóm sẽ diễn ra vào lúc 14h ngày mai. Đừng quên tham dự!"""
ham,"""Bài tập toán nâng cao tuần này đã được cập nhật trên hệ thống. Hãy hoàn thành trước thứ 6."""
ham,"""Thông báo: Khóa học kỹ năng mềm sẽ bắt đầu vào thứ 2 tuần tới. Mời bạn đăng ký!"""
ham,"""Thầy cô đã gửi nhận xét bài luận. Vui lòng kiểm tra để sửa chữa và gửi lại."""
ham,"""Bạn đã đăng ký tham dự sự kiện ‘Công nghệ 4.0’ ngày mai. Rất mong sự có mặt của bạn!"""
ham,"""Thư mời tham gia buổi hội thảo về giáo dục. Chi tiết có trong file đính kèm."""
ham,"""Đặt phòng khách sạn cho chuyến đi Đà Nẵng của bạn đã được xác nhận. Chúc bạn một kỳ nghỉ vui vẻ!"""
ham,"""Nhắc nhở: Tour du lịch Phú Quốc của bạn sẽ khởi hành vào 8h sáng mai."""
ham,"""Bạn đã nhận được bản đồ tham quan khu vực Sa Pa. Vui lòng kiểm tra email kèm theo."""
ham,"""Chào con, bố mẹ đã gửi ít quà lên thành phố. Nhớ nhận trước khi về quê nhé!"""
ham,"""Anh đã đặt bàn ăn tối nay lúc 19h tại nhà hàng XYZ. Mong em chuẩn bị sớm!"""
ham,"""Dịch vụ vệ sinh định kỳ nhà cửa đã được xác nhận vào thứ 7 tuần này."""
ham,"""Hội phụ huynh sẽ tổ chức buổi gặp mặt vào cuối tuần. Mong bạn có mặt."""
ham,"""Cuộc họp khu phố về quy hoạch sẽ diễn ra vào 19h tối nay. Xin mời bạn tham dự."""
ham,"Câu lạc bộ chạy bộ sẽ tổ chức buổi chạy tập thể vào sáng Chủ Nhật. Mời bạn tham gia!"""
ham,"""Buổi kiểm tra sức khỏe định kỳ đã được lên lịch vào tuần tới. Đừng quên đến đúng giờ."""
ham,"""Đội bóng của bạn sẽ thi đấu vào ngày 18. Chúc các bạn đạt thành tích cao!"""
ham,"""Phòng tập gym có ưu đãi giảm giá cho hội viên. Bạn có muốn đăng ký không?"""
ham,"""Chương trình hiến máu nhân đạo sẽ diễn ra vào thứ 5. Mời bạn tham gia đóng góp."""
ham,"Chào bạn, đây là hóa đơn điện tử tháng này. Vui lòng kiểm tra và thanh toán trước ngày 20."
spam,Đăng ký ngay hôm nay để nhận ưu đãi 30% tại cửa hàng thời trang ABC!
ham,Buổi học yoga sáng thứ 7 đã được chuyển sang 8h. Mong bạn sắp xếp thời gian.
spam,Giảm giá sốc! Máy tính bảng chỉ còn 3 triệu đồng. Xem ngay chi tiết tại đây!
ham,Chuyến du lịch Đà Lạt của bạn đã được xác nhận. Chúc bạn một kỳ nghỉ thú vị!
spam,"Bạn có biết? Chỉ với 299.000 VNĐ, bạn đã sở hữu khóa học kỹ năng mềm đỉnh cao."
ham,Công ty gửi lời chúc mừng sinh nhật bạn! Chúc bạn một ngày thật vui vẻ và ý nghĩa.
spam,Hàng ngàn món đồ chơi trẻ em giảm giá đến 50%. Mua ngay trước khi hết hàng!
ham,Kỳ thi toán quốc tế đã mở đăng ký. Hãy kiểm tra thông tin trong file đính kèm.
spam,Nhận ngay 100.000 VNĐ trong ví điện tử khi bạn giới thiệu bạn bè sử dụng app!
ham,Thông báo: Cuộc họp phụ huynh cuối kỳ sẽ diễn ra vào chiều thứ 7 tại phòng họp lớn.
spam,Bạn đã nhận được mã giảm giá 20% cho chuyến bay sắp tới. Đặt ngay hôm nay!
ham,Đội bóng của chúng ta sẽ có trận giao hữu vào Chủ Nhật tuần này. Mong bạn tham gia.
spam,Khám phá liệu trình trẻ hóa da giảm giá 70%. Hãy đặt lịch ngay hôm nay!
ham,Hóa đơn tiền nước tháng này đã được gửi qua email. Xin kiểm tra và thanh toán trước hạn.
spam,Bạn muốn tăng thu nhập? Tham gia ngay khóa học đầu tư bất động sản với chuyên gia!
ham,Lớp học tiếng Anh tuần này có thêm bài kiểm tra nhỏ. Đừng quên ôn tập!
spam,Chỉ 48 giờ: Sở hữu iPhone 15 với giá ưu đãi chưa từng có. Chi tiết tại đây!
ham,Kế hoạch tuần tới đã được cập nhật. Vui lòng kiểm tra trong file đính kèm.
spam,Nhận ngay quà tặng hấp dẫn khi tham gia chương trình khảo sát khách hàng!
ham,Chương trình từ thiện phát quà Giáng sinh sẽ diễn ra vào cuối tuần này. Rất mong bạn tham gia
spam,Cơ hội nhận xe máy SH khi tham gia quay số trúng thưởng. Đăng ký ngay!
ham,Buổi hội thảo về kỹ năng lãnh đạo sẽ diễn ra vào thứ 6 tới. Hãy tham gia!
spam,Bí mật kiếm tiền online từ việc xem video. Đăng ký ngay để biết thêm chi tiết.
ham,Bạn có 1 tin nhắn từ ngân hàng. Hãy kiểm tra thông tin tài khoản ngay hôm nay.
spam,Chỉ trong hôm nay: Mua 2 tặng 1 các sản phẩm chăm sóc sức khỏe. Đặt ngay!
ham,Hội thảo du học Úc dành cho học sinh lớp 12 sẽ diễn ra vào tuần sau. Đăng ký miễn phí!
spam,Sử dụng thẻ tín dụng của bạn để nhận hoàn tiền đến 5% cho mọi giao dịch!
ham,Thầy cô đã gửi bài kiểm tra tuần này qua hệ thống. Hãy kiểm tra sớm nhất có thể.
spam,Tải ngay ứng dụng di động và nhận voucher mua hàng 100.000 VNĐ!
ham,Cuộc họp khẩn sẽ diễn ra lúc 15h hôm nay. Mong mọi người tham dự đầy đủ.
spam,Ưu đãi siêu đặc biệt: Sản phẩm làm đẹp chỉ từ 49.000 VNĐ. Xem ngay!
ham,Hệ thống vừa cập nhật lịch thi học kỳ. Vui lòng kiểm tra và chuẩn bị chu đáo.
spam,Nhận 500.000 VNĐ tiền thưởng khi đăng ký mở tài khoản mới ngay hôm nay!
ham,Bạn đã được thêm vào nhóm hỗ trợ dự án. Vui lòng tham gia họp vào chiều mai.
spam,Chỉ 1 ngày duy nhất: Sở hữu tủ lạnh cao cấp với giá sốc 5 triệu đồng!
ham,Trường gửi lời nhắc nhở về hạn chót nộp học phí. Vui lòng thanh toán trước ngày 30.
spam,Bạn đã nhận được phiếu mua sắm miễn phí tại siêu thị ABC. Nhấn vào đây để nhận!
ham,Cuộc thi viết văn online dành cho học sinh đã mở đăng ký. Hãy tham gia ngay!
spam,Khóa học đầu bếp chuyên nghiệp giảm giá 50% trong tuần này. Đăng ký ngay!
ham,Bạn đã đăng ký thành công dịch vụ gửi xe hàng tháng. Vui lòng thanh toán trước ngày 5.
